latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.56239,78.93146,245.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),wind_direction_10m (°),wind_gusts_10m (km/h),surface_pressure (hPa),precipitation (mm)
2022-01-01T00:00,18.2,85,0.00,54,13.3,991.4,0.00
2022-01-01T01:00,18.0,82,0.00,46,18.7,991.1,0.00
2022-01-01T02:00,17.5,80,0.00,44,19.1,990.2,0.00
2022-01-01T03:00,16.8,77,0.00,37,19.1,990.0,0.00
2022-01-01T04:00,16.0,77,0.00,29,15.1,989.9,0.00
2022-01-01T05:00,15.4,81,0.00,43,13.7,990.7,0.00
2022-01-01T06:00,15.3,80,0.00,43,14.0,991.2,0.00
2022-01-01T07:00,15.8,78,0.00,42,14.8,991.9,0.00
2022-01-01T08:00,17.9,71,0.00,39,16.9,992.9,0.00
2022-01-01T09:00,20.3,65,0.00,62,18.0,993.4,0.00
2022-01-01T10:00,22.6,60,0.00,62,20.2,993.5,0.00
2022-01-01T11:00,24.3,55,0.00,66,22.3,992.6,0.00
2022-01-01T12:00,25.5,51,0.00,69,22.3,991.4,0.00
2022-01-01T13:00,26.2,49,0.00,67,21.6,989.9,0.00
2022-01-01T14:00,26.6,47,0.00,59,20.5,989.1,0.00
2022-01-01T15:00,26.6,46,0.00,50,18.0,988.8,0.00
2022-01-01T16:00,26.1,47,0.00,49,16.2,988.7,0.00
2022-01-01T17:00,24.3,57,0.00,76,14.0,988.8,0.00
2022-01-01T18:00,22.9,63,0.00,81,10.1,989.5,0.00
2022-01-01T19:00,22.0,67,0.00,71,13.7,990.1,0.00
2022-01-01T20:00,21.4,70,0.00,72,15.1,990.6,0.00
2022-01-01T21:00,20.0,76,0.00,77,15.1,990.4,0.00
2022-01-01T22:00,19.9,76,0.00,84,13.3,990.2,0.00
2022-01-01T23:00,18.2,85,0.00,79,10.8,989.8,0.00
2022-01-02T00:00,17.7,88,0.00,66,10.1,989.4,0.00
2022-01-02T01:00,17.3,90,0.00,65,9.7,989.1,0.00
2022-01-02T02:00,16.9,92,0.00,47,9.0,988.6,0.00
2022-01-02T03:00,16.7,92,0.00,32,10.8,988.6,0.00
2022-01-02T04:00,16.5,91,0.00,28,12.6,988.6,0.00
2022-01-02T05:00,16.5,89,0.00,36,12.2,989.3,0.00
2022-01-02T06:00,16.3,88,0.00,37,13.0,989.8,0.00
2022-01-02T07:00,16.8,84,0.00,43,13.3,990.8,0.00
2022-01-02T08:00,18.8,74,0.00,43,18.0,991.6,0.00
2022-01-02T09:00,21.2,65,0.00,47,20.9,992.1,0.00
2022-01-02T10:00,23.4,58,0.00,58,22.3,991.9,0.00
2022-01-02T11:00,25.0,53,0.00,67,22.3,991.0,0.00
2022-01-02T12:00,26.0,50,0.00,68,20.5,989.7,0.00
2022-01-02T13:00,26.7,47,0.00,54,19.1,988.7,0.00
2022-01-02T14:00,27.1,45,0.00,42,17.3,987.7,0.00
2022-01-02T15:00,27.2,44,0.00,43,16.6,987.5,0.00
2022-01-02T16:00,26.9,43,0.00,45,15.8,987.4,0.00
2022-01-02T17:00,24.5,53,0.00,58,15.8,987.6,0.00
2022-01-02T18:00,22.8,59,0.00,50,13.3,988.1,0.00
2022-01-02T19:00,21.8,63,0.00,62,15.5,988.7,0.00
2022-01-02T20:00,20.7,68,0.00,87,15.1,988.8,0.00
2022-01-02T21:00,19.8,74,0.00,103,13.0,988.6,0.00
2022-01-02T22:00,18.7,80,0.00,100,12.6,988.6,0.00
2022-01-02T23:00,17.6,86,0.00,70,9.7,988.3,0.00
2022-01-03T00:00,17.0,89,0.00,43,9.4,988.1,0.00
2022-01-03T01:00,16.9,89,0.00,7,9.4,988.1,0.00
2022-01-03T02:00,17.0,87,0.00,25,13.7,987.7,0.00
2022-01-03T03:00,16.4,88,0.00,27,13.7,987.6,0.00
2022-01-03T04:00,16.1,86,0.00,25,13.7,987.8,0.00
2022-01-03T05:00,16.1,81,0.00,38,15.1,988.3,0.00
2022-01-03T06:00,16.4,78,0.00,48,15.1,988.5,0.00
2022-01-03T07:00,16.8,75,0.00,41,14.8,989.3,0.00
2022-01-03T08:00,18.7,65,0.00,39,19.4,990.5,0.00
2022-01-03T09:00,20.9,57,0.00,47,21.2,991.2,0.00
2022-01-03T10:00,23.2,48,0.00,54,23.4,990.9,0.00
2022-01-03T11:00,24.8,44,0.00,60,23.8,990.0,0.00
2022-01-03T12:00,25.8,43,0.00,62,22.3,988.5,0.00
2022-01-03T13:00,26.5,41,0.00,56,19.1,987.3,0.00
2022-01-03T14:00,26.9,40,0.00,56,16.2,986.5,0.00
2022-01-03T15:00,26.9,40,0.00,49,15.1,986.4,0.00
2022-01-03T16:00,26.6,41,0.00,49,13.0,986.4,0.00
2022-01-03T17:00,24.0,57,0.00,98,10.1,986.9,0.00
2022-01-03T18:00,22.3,60,0.00,106,8.3,987.4,0.00
2022-01-03T19:00,20.8,68,0.00,101,9.0,988.0,0.00
2022-01-03T20:00,19.5,75,0.00,102,9.4,988.7,0.00
2022-01-03T21:00,19.0,79,0.00,97,9.4,988.8,0.00
2022-01-03T22:00,18.1,83,0.00,93,9.4,988.9,0.00
2022-01-03T23:00,17.4,87,0.00,108,10.1,988.5,0.00
2022-01-04T00:00,17.1,87,0.00,108,10.8,988.3,0.00
2022-01-04T01:00,16.5,91,0.00,52,9.0,988.0,0.00
2022-01-04T02:00,16.4,91,0.00,6,11.2,987.6,0.00
2022-01-04T03:00,15.9,92,0.00,17,10.4,987.4,0.00
2022-01-04T04:00,15.4,93,0.00,25,10.4,987.3,0.00
2022-01-04T05:00,15.2,93,0.00,28,9.7,988.1,0.00
2022-01-04T06:00,15.1,90,0.00,43,10.1,988.6,0.00
2022-01-04T07:00,15.7,80,0.00,52,12.6,989.2,0.00
2022-01-04T08:00,18.1,65,0.00,47,15.1,990.3,0.00
2022-01-04T09:00,21.0,51,0.00,50,16.2,990.9,0.00
2022-01-04T10:00,24.0,41,0.00,66,18.4,990.7,0.00
2022-01-04T11:00,25.8,40,0.00,65,18.7,990.0,0.00
2022-01-04T12:00,26.9,39,0.00,59,17.6,988.7,0.00
2022-01-04T13:00,27.7,37,0.00,72,16.9,987.5,0.00
2022-01-04T14:00,28.1,35,0.00,63,16.9,986.6,0.00
2022-01-04T15:00,28.1,34,0.00,62,16.6,986.1,0.00
2022-01-04T16:00,27.7,35,0.00,73,15.5,986.1,0.00
2022-01-04T17:00,25.3,46,0.00,93,13.0,986.5,0.00
2022-01-04T18:00,23.4,52,0.00,97,14.4,986.6,0.00
2022-01-04T19:00,22.1,58,0.00,98,15.5,987.2,0.00
2022-01-04T20:00,21.2,60,0.00,95,16.2,987.7,0.00
2022-01-04T21:00,20.3,62,0.00,97,14.4,987.9,0.00
2022-01-04T22:00,19.0,68,0.00,81,12.6,988.1,0.00
2022-01-04T23:00,18.4,72,0.00,93,9.7,987.4,0.00
2022-01-05T00:00,17.4,78,0.00,118,10.4,987.0,0.00
2022-01-05T01:00,18.7,72,0.00,90,9.7,986.9,0.00
2022-01-05T02:00,17.9,75,0.00,6,6.1,986.6,0.00
2022-01-05T03:00,16.3,84,0.00,30,5.4,986.0,0.00
2022-01-05T04:00,15.5,89,0.00,52,9.0,986.0,0.00
2022-01-05T05:00,14.8,93,0.00,52,9.0,987.0,0.00
2022-01-05T06:00,14.7,93,0.00,48,7.9,988.0,0.00
2022-01-05T07:00,15.5,89,0.00,54,8.6,988.6,0.00
2022-01-05T08:00,18.1,76,0.00,49,11.5,989.7,0.00
2022-01-05T09:00,21.4,60,0.00,75,14.4,990.2,0.00
2022-01-05T10:00,24.0,49,0.00,104,15.8,990.2,0.00
2022-01-05T11:00,25.9,43,0.00,132,16.9,989.2,0.00
2022-01-05T12:00,27.2,38,0.00,176,17.3,988.0,0.00
2022-01-05T13:00,28.0,35,0.00,191,18.4,986.9,0.00
2022-01-05T14:00,28.4,33,0.00,189,18.0,985.7,0.00
2022-01-05T15:00,28.5,32,0.00,180,15.8,985.4,0.00
2022-01-05T16:00,28.0,33,0.00,166,13.0,985.1,0.00
2022-01-05T17:00,25.2,48,0.00,159,11.2,985.4,0.00
2022-01-05T18:00,23.2,53,0.00,142,9.7,985.9,0.00
2022-01-05T19:00,22.2,58,0.00,127,10.8,986.7,0.00
2022-01-05T20:00,21.5,60,0.00,123,12.2,987.1,0.00
2022-01-05T21:00,20.7,64,0.00,119,11.2,987.2,0.00
2022-01-05T22:00,20.1,67,0.00,113,11.2,987.2,0.00
2022-01-05T23:00,19.8,67,0.00,118,14.8,987.0,0.00
2022-01-06T00:00,19.5,68,0.00,118,15.1,986.3,0.00
2022-01-06T01:00,18.7,73,0.00,120,13.3,985.9,0.00
2022-01-06T02:00,17.9,78,0.00,133,10.8,985.4,0.00
2022-01-06T03:00,17.3,81,0.00,149,9.7,985.1,0.00
2022-01-06T04:00,16.6,85,0.00,153,10.1,985.3,0.00
2022-01-06T05:00,16.4,87,0.00,152,10.1,986.2,0.00
2022-01-06T06:00,16.2,88,0.00,144,9.4,986.8,0.00
2022-01-06T07:00,17.3,83,0.00,152,9.0,987.8,0.00
2022-01-06T08:00,20.0,71,0.00,162,13.0,988.5,0.00
2022-01-06T09:00,22.7,63,0.00,163,14.8,989.1,0.00
2022-01-06T10:00,25.1,56,0.00,163,18.0,988.8,0.00
2022-01-06T11:00,26.9,50,0.00,168,22.3,987.9,0.00
2022-01-06T12:00,28.2,44,0.00,173,23.4,986.1,0.00
2022-01-06T13:00,28.9,41,0.00,169,22.3,984.9,0.00
2022-01-06T14:00,29.1,40,0.00,162,18.7,983.9,0.00
2022-01-06T15:00,29.2,39,0.00,153,16.2,983.6,0.00
2022-01-06T16:00,28.8,39,0.00,129,14.0,983.5,0.00
2022-01-06T17:00,27.0,47,0.00,122,12.2,984.1,0.00
2022-01-06T18:00,25.5,53,0.00,111,15.5,984.6,0.00
2022-01-06T19:00,24.5,56,0.00,111,16.2,985.6,0.00
2022-01-06T20:00,23.6,59,0.00,114,14.0,986.1,0.00
2022-01-06T21:00,23.0,61,0.00,108,16.2,986.4,0.00
2022-01-06T22:00,22.7,62,0.00,115,18.0,986.3,0.00
2022-01-06T23:00,22.0,64,0.00,126,18.0,985.7,0.00
2022-01-07T00:00,21.1,69,0.00,138,16.6,985.4,0.00
2022-01-07T01:00,20.6,71,0.00,145,18.7,984.9,0.00
2022-01-07T02:00,20.0,72,0.00,155,18.7,984.4,0.00
2022-01-07T03:00,19.1,76,0.00,156,16.2,984.2,0.00
2022-01-07T04:00,17.9,82,0.00,150,12.6,984.3,0.00
2022-01-07T05:00,18.3,80,0.00,146,11.2,985.2,0.00
2022-01-07T06:00,17.9,82,0.00,151,11.9,986.1,0.00
2022-01-07T07:00,18.5,81,0.00,111,10.1,987.0,0.00
2022-01-07T08:00,20.7,71,0.00,61,11.9,988.2,0.00
2022-01-07T09:00,23.2,62,0.00,99,14.4,988.8,0.00
2022-01-07T10:00,25.7,54,0.00,155,19.8,988.5,0.00
2022-01-07T11:00,27.8,45,0.00,165,27.0,987.7,0.00
2022-01-07T12:00,28.9,37,0.00,161,30.2,986.5,0.00
2022-01-07T13:00,29.5,34,0.00,158,31.7,985.3,0.00
2022-01-07T14:00,29.5,34,0.00,160,31.7,984.5,0.00
2022-01-07T15:00,29.5,33,0.00,157,29.9,984.1,0.00
2022-01-07T16:00,28.8,33,0.00,157,28.1,984.2,0.00
2022-01-07T17:00,26.8,42,0.00,140,25.6,985.0,0.00
2022-01-07T18:00,24.7,49,0.00,130,18.7,985.3,0.00
2022-01-07T19:00,23.9,51,0.00,134,19.1,986.1,0.00
2022-01-07T20:00,23.5,51,0.00,143,19.4,986.6,0.00
2022-01-07T21:00,22.9,53,0.00,149,20.2,987.0,0.00
2022-01-07T22:00,21.3,60,0.00,142,20.2,986.6,0.00
2022-01-07T23:00,20.0,66,0.00,133,12.6,986.0,0.00
2022-01-08T00:00,19.6,67,0.00,131,10.4,985.5,0.00
2022-01-08T01:00,19.5,67,0.00,135,11.9,985.2,0.00
2022-01-08T02:00,19.5,67,0.00,127,14.4,984.5,0.00
2022-01-08T03:00,19.1,69,0.00,121,15.1,984.5,0.00
2022-01-08T04:00,18.7,72,0.00,113,15.1,984.5,0.00
2022-01-08T05:00,18.6,77,0.00,118,14.8,985.4,0.00
2022-01-08T06:00,18.5,78,0.00,130,17.3,986.4,0.00
2022-01-08T07:00,19.1,75,0.00,135,17.6,987.3,0.00
2022-01-08T08:00,21.3,68,0.00,133,18.0,988.3,0.00
2022-01-08T09:00,23.4,65,0.00,165,19.1,989.1,0.00
2022-01-08T10:00,25.1,61,0.00,184,23.0,989.1,0.00
2022-01-08T11:00,26.9,54,0.00,188,27.4,988.0,0.00
2022-01-08T12:00,28.0,50,0.00,197,31.3,986.8,0.00
2022-01-08T13:00,28.8,47,0.00,202,31.7,985.6,0.00
2022-01-08T14:00,28.8,44,0.10,198,29.5,984.6,0.10
2022-01-08T15:00,28.7,43,0.10,196,29.5,984.1,0.10
2022-01-08T16:00,28.3,44,0.00,195,26.6,984.0,0.00
2022-01-08T17:00,27.0,47,0.00,169,18.7,984.5,0.00
2022-01-08T18:00,25.2,57,0.00,171,9.4,984.9,0.00
2022-01-08T19:00,22.7,73,0.10,260,23.0,985.6,0.10
2022-01-08T20:00,21.3,81,2.30,299,28.8,986.6,2.30
2022-01-08T21:00,19.2,93,18.00,209,38.9,987.4,18.00
2022-01-08T22:00,19.8,92,1.50,28,13.7,986.7,1.50
2022-01-08T23:00,19.7,91,0.40,43,17.6,985.9,0.40
2022-01-09T00:00,19.4,92,0.00,59,21.6,985.4,0.00
2022-01-09T01:00,19.2,93,0.00,125,14.8,984.9,0.00
2022-01-09T02:00,18.9,95,0.10,90,13.3,984.3,0.10
2022-01-09T03:00,18.7,95,0.50,43,18.7,984.0,0.50
2022-01-09T04:00,18.7,96,0.10,74,16.6,983.8,0.10
2022-01-09T05:00,19.5,83,0.20,171,15.1,984.2,0.20
2022-01-09T06:00,19.7,84,0.30,252,9.0,985.0,0.30
2022-01-09T07:00,19.7,86,0.00,45,7.6,985.1,0.00
2022-01-09T08:00,19.4,95,1.00,301,27.0,986.9,1.00
2022-01-09T09:00,20.5,86,0.40,22,33.1,986.9,0.40
2022-01-09T10:00,23.0,73,0.00,72,17.6,986.6,0.00
2022-01-09T11:00,24.8,63,0.00,171,16.6,986.1,0.00
2022-01-09T12:00,26.3,59,0.00,182,33.1,985.0,0.00
2022-01-09T13:00,27.3,56,0.00,201,32.4,983.8,0.00
2022-01-09T14:00,28.0,51,0.00,203,29.2,982.4,0.00
2022-01-09T15:00,24.1,71,1.00,291,33.8,982.3,1.00
2022-01-09T16:00,20.6,89,8.00,232,35.3,983.4,8.00
2022-01-09T17:00,21.3,85,0.50,305,23.8,983.8,0.50
2022-01-09T18:00,20.6,87,0.00,331,13.3,984.3,0.00
2022-01-09T19:00,20.0,92,0.00,60,9.0,984.8,0.00
2022-01-09T20:00,19.5,95,0.10,45,13.3,985.3,0.10
2022-01-09T21:00,19.2,97,0.10,51,10.8,985.6,0.10
2022-01-09T22:00,18.7,97,0.00,42,9.4,985.9,0.00
2022-01-09T23:00,18.3,97,0.00,45,9.4,986.0,0.00
2022-01-10T00:00,18.2,97,0.00,67,8.6,985.6,0.00
2022-01-10T01:00,17.3,98,0.00,62,8.3,985.4,0.00
2022-01-10T02:00,17.3,98,0.00,23,8.6,984.9,0.00
2022-01-10T03:00,16.9,98,0.00,23,8.3,984.7,0.00
2022-01-10T04:00,16.8,98,0.00,13,8.6,984.8,0.00
2022-01-10T05:00,17.4,99,0.00,40,8.3,985.2,0.00
2022-01-10T06:00,17.7,98,0.00,51,16.2,985.8,0.00
2022-01-10T07:00,18.1,98,0.00,59,16.9,986.7,0.00
2022-01-10T08:00,18.8,95,0.00,60,16.2,987.6,0.00
2022-01-10T09:00,19.9,89,0.10,65,15.8,988.1,0.10
2022-01-10T10:00,21.3,80,0.10,55,16.9,988.0,0.10
2022-01-10T11:00,22.2,75,0.10,42,15.8,987.6,0.10
2022-01-10T12:00,23.3,71,0.00,24,16.9,986.4,0.00
2022-01-10T13:00,23.8,68,0.00,13,16.2,985.5,0.00
2022-01-10T14:00,24.0,67,0.00,5,14.4,984.4,0.00
2022-01-10T15:00,24.3,65,0.00,34,14.0,984.2,0.00
2022-01-10T16:00,24.5,64,0.00,58,14.0,984.2,0.00
2022-01-10T17:00,22.5,74,0.00,90,11.9,984.8,0.00
2022-01-10T18:00,21.5,77,0.00,59,6.8,985.3,0.00
2022-01-10T19:00,20.2,83,0.00,39,7.9,986.3,0.00
2022-01-10T20:00,19.9,84,0.10,38,9.7,987.2,0.10
2022-01-10T21:00,19.5,85,0.00,26,15.1,987.6,0.00
2022-01-10T22:00,18.9,88,0.00,22,15.1,987.9,0.00
2022-01-10T23:00,18.7,89,0.00,24,19.1,987.4,0.00
2022-01-11T00:00,17.9,92,0.00,25,17.3,987.0,0.00
2022-01-11T01:00,17.8,92,0.00,41,12.6,986.6,0.00
2022-01-11T02:00,17.3,93,0.00,58,11.5,985.8,0.00
2022-01-11T03:00,17.2,93,0.00,51,11.5,985.4,0.00
2022-01-11T04:00,17.1,94,0.00,69,11.5,985.3,0.00
2022-01-11T05:00,18.1,88,0.00,40,13.0,985.7,0.00
2022-01-11T06:00,18.1,88,0.00,25,12.2,986.2,0.00
2022-01-11T07:00,18.2,88,0.00,24,14.4,986.9,0.00
2022-01-11T08:00,19.2,84,0.00,47,15.1,987.7,0.00
2022-01-11T09:00,20.9,76,0.00,74,16.6,988.3,0.00
2022-01-11T10:00,22.2,72,0.00,99,18.7,988.4,0.00
2022-01-11T11:00,22.9,69,0.10,126,18.0,987.5,0.10
2022-01-11T12:00,22.8,69,0.20,173,18.4,986.4,0.20
2022-01-11T13:00,23.2,68,0.00,190,16.9,985.2,0.00
2022-01-11T14:00,24.0,66,0.10,240,16.2,984.1,0.10
2022-01-11T15:00,24.2,64,0.00,321,19.4,983.6,0.00
2022-01-11T16:00,21.9,73,0.70,328,19.8,984.1,0.70
2022-01-11T17:00,22.4,70,0.10,29,17.6,984.5,0.10
2022-01-11T18:00,20.6,81,0.00,24,7.6,985.0,0.00
2022-01-11T19:00,20.6,79,0.00,29,13.7,985.8,0.00
2022-01-11T20:00,19.8,83,0.00,34,14.8,986.4,0.00
2022-01-11T21:00,18.9,88,0.00,32,15.1,986.6,0.00
2022-01-11T22:00,18.1,91,0.00,20,14.8,986.6,0.00
2022-01-11T23:00,17.5,93,0.00,28,11.9,986.2,0.00
2022-01-12T00:00,16.9,95,0.00,48,11.2,985.4,0.00
2022-01-12T01:00,16.6,96,0.00,38,9.4,985.0,0.00
2022-01-12T02:00,16.4,97,0.00,35,11.5,984.4,0.00
2022-01-12T03:00,15.8,98,0.00,25,11.5,984.3,0.00
2022-01-12T04:00,15.6,98,0.00,17,7.9,984.7,0.00
2022-01-12T05:00,16.5,97,0.00,6,7.9,985.1,0.00
2022-01-12T06:00,16.9,95,0.00,12,12.6,985.7,0.00
2022-01-12T07:00,17.3,92,0.00,13,11.9,986.8,0.00
2022-01-12T08:00,18.3,86,0.00,45,18.4,987.9,0.00
2022-01-12T09:00,19.7,79,0.00,55,22.7,988.4,0.00
2022-01-12T10:00,20.7,75,0.00,59,21.2,988.4,0.00
2022-01-12T11:00,21.2,73,0.20,63,18.0,987.6,0.20
2022-01-12T12:00,22.3,70,0.10,86,16.2,986.3,0.10
2022-01-12T13:00,23.2,66,0.00,90,16.2,985.2,0.00
2022-01-12T14:00,23.6,63,0.00,59,16.6,984.1,0.00
2022-01-12T15:00,23.6,63,0.00,32,16.6,983.9,0.00
2022-01-12T16:00,23.4,62,0.00,28,14.0,983.9,0.00
2022-01-12T17:00,21.1,78,0.00,39,14.0,984.5,0.00
2022-01-12T18:00,20.2,77,0.00,43,10.4,985.0,0.00
2022-01-12T19:00,19.4,80,0.00,41,12.2,986.0,0.00
2022-01-12T20:00,18.6,84,0.00,43,11.5,986.6,0.00
2022-01-12T21:00,17.7,89,0.00,60,10.8,986.9,0.00
2022-01-12T22:00,17.3,91,0.00,80,9.4,987.0,0.00
2022-01-12T23:00,18.0,86,0.00,79,9.4,986.6,0.00
2022-01-13T00:00,18.2,84,0.00,59,12.2,986.1,0.00
2022-01-13T01:00,18.5,82,0.00,46,16.6,985.7,0.00
2022-01-13T02:00,18.1,79,0.00,43,19.4,985.5,0.00
2022-01-13T03:00,17.3,75,0.00,38,19.4,985.2,0.00
2022-01-13T04:00,17.3,70,0.00,36,20.5,985.5,0.00
2022-01-13T05:00,16.6,73,0.00,37,20.5,985.7,0.00
2022-01-13T06:00,16.8,72,0.00,36,20.2,986.2,0.00
2022-01-13T07:00,17.0,73,0.00,43,18.4,987.0,0.00
2022-01-13T08:00,17.9,70,0.00,39,22.0,987.9,0.00
2022-01-13T09:00,19.2,68,0.00,50,23.4,988.6,0.00
2022-01-13T10:00,21.0,66,0.00,64,26.3,988.4,0.00
2022-01-13T11:00,22.8,62,0.00,71,28.4,987.5,0.00
2022-01-13T12:00,24.2,57,0.00,99,28.4,986.3,0.00
2022-01-13T13:00,24.7,54,0.10,107,26.3,985.0,0.10
2022-01-13T14:00,25.3,51,0.10,99,19.4,984.0,0.10
2022-01-13T15:00,25.3,51,0.10,99,15.1,983.5,0.10
2022-01-13T16:00,24.9,52,0.10,99,13.3,983.5,0.10
2022-01-13T17:00,22.4,69,0.00,66,14.4,983.7,0.00
2022-01-13T18:00,21.0,75,0.00,45,11.9,984.2,0.00
2022-01-13T19:00,20.4,77,0.00,49,11.5,984.8,0.00
2022-01-13T20:00,20.1,78,0.00,55,14.0,985.2,0.00
2022-01-13T21:00,19.6,78,0.00,53,15.5,985.7,0.00
2022-01-13T22:00,18.9,81,0.00,59,14.8,985.9,0.00
2022-01-13T23:00,18.4,86,0.70,135,13.3,986.1,0.70
2022-01-14T00:00,18.4,88,0.50,63,10.1,985.5,0.50
2022-01-14T01:00,18.2,91,0.90,7,10.8,985.3,0.90
2022-01-14T02:00,18.2,89,0.30,49,7.6,985.2,0.30
2022-01-14T03:00,18.2,90,0.00,53,11.9,984.7,0.00
2022-01-14T04:00,17.4,92,0.00,55,13.3,984.5,0.00
2022-01-14T05:00,17.9,92,0.00,59,14.4,984.6,0.00
2022-01-14T06:00,18.1,91,0.10,55,13.0,985.5,0.10
2022-01-14T07:00,18.2,90,0.10,54,16.6,986.2,0.10
2022-01-14T08:00,18.8,89,0.10,43,16.6,987.0,0.10
2022-01-14T09:00,20.5,81,0.00,80,27.0,987.7,0.00
2022-01-14T10:00,21.4,77,0.30,105,28.4,987.8,0.30
2022-01-14T11:00,21.8,74,0.10,127,28.4,987.2,0.10
2022-01-14T12:00,22.7,71,0.00,147,21.6,986.2,0.00
2022-01-14T13:00,21.6,74,0.40,104,17.3,984.9,0.40
2022-01-14T14:00,22.2,73,0.30,38,15.8,984.1,0.30
2022-01-14T15:00,20.7,79,0.10,9,25.2,984.0,0.10
2022-01-14T16:00,20.8,78,0.00,24,25.9,983.8,0.00
2022-01-14T17:00,21.6,74,0.00,2,19.1,983.7,0.00
2022-01-14T18:00,19.9,81,0.00,15,23.0,984.5,0.00
2022-01-14T19:00,18.9,86,0.00,29,23.4,985.2,0.00
2022-01-14T20:00,18.5,88,0.00,46,19.8,985.8,0.00
2022-01-14T21:00,18.0,91,0.00,52,17.6,986.2,0.00
2022-01-14T22:00,17.2,94,0.00,38,14.4,986.4,0.00
2022-01-14T23:00,16.7,95,0.00,40,10.8,986.3,0.00
2022-01-15T00:00,16.4,96,0.00,39,11.9,986.3,0.00
2022-01-15T01:00,16.1,96,0.00,38,13.7,986.0,0.00
2022-01-15T02:00,15.9,96,0.00,30,13.7,985.8,0.00
2022-01-15T03:00,15.8,97,0.00,30,13.7,985.6,0.00
2022-01-15T04:00,16.1,95,0.00,22,14.0,985.8,0.00
2022-01-15T05:00,16.2,94,0.00,19,14.0,986.4,0.00
2022-01-15T06:00,16.1,94,0.00,28,16.2,986.9,0.00
2022-01-15T07:00,16.4,94,0.00,40,11.2,987.8,0.00
2022-01-15T08:00,18.1,86,0.00,53,17.3,988.5,0.00
2022-01-15T09:00,19.6,79,0.00,65,27.0,989.1,0.00
2022-01-15T10:00,21.2,72,0.00,72,25.2,989.2,0.00
2022-01-15T11:00,22.7,65,0.00,64,23.4,988.7,0.00
2022-01-15T12:00,23.5,60,0.00,60,22.3,987.6,0.00
2022-01-15T13:00,23.8,58,0.00,60,20.2,986.7,0.00
2022-01-15T14:00,24.5,55,0.00,41,18.4,985.8,0.00
2022-01-15T15:00,24.7,53,0.00,24,17.3,985.5,0.00
2022-01-15T16:00,24.5,52,0.00,21,15.8,985.5,0.00
2022-01-15T17:00,22.4,67,0.00,45,13.0,985.9,0.00
2022-01-15T18:00,20.3,76,0.00,25,10.4,986.4,0.00
2022-01-15T19:00,19.4,79,0.00,22,12.6,987.2,0.00
2022-01-15T20:00,18.6,82,0.00,31,12.6,987.8,0.00
2022-01-15T21:00,17.9,86,0.00,33,11.9,988.0,0.00
2022-01-15T22:00,17.2,90,0.00,39,11.9,988.3,0.00
2022-01-15T23:00,17.0,89,0.00,51,11.5,988.2,0.00
2022-01-16T00:00,16.7,89,0.00,49,11.5,987.9,0.00
2022-01-16T01:00,16.5,89,0.00,37,14.4,987.8,0.00
2022-01-16T02:00,15.9,90,0.00,31,15.1,987.5,0.00
2022-01-16T03:00,15.5,90,0.00,36,15.8,986.9,0.00
2022-01-16T04:00,15.0,91,0.00,28,15.8,987.0,0.00
2022-01-16T05:00,15.0,90,0.00,36,16.6,987.7,0.00
2022-01-16T06:00,15.0,90,0.00,43,16.9,988.4,0.00
2022-01-16T07:00,15.4,89,0.00,49,15.1,989.6,0.00
2022-01-16T08:00,17.4,81,0.00,56,18.7,990.7,0.00
2022-01-16T09:00,19.6,73,0.00,65,22.3,991.6,0.00
2022-01-16T10:00,21.7,66,0.00,73,23.0,991.4,0.00
2022-01-16T11:00,23.5,59,0.00,82,24.5,990.7,0.00
2022-01-16T12:00,24.7,54,0.00,77,24.1,989.9,0.00
2022-01-16T13:00,25.4,50,0.00,76,22.7,988.7,0.00
2022-01-16T14:00,25.7,47,0.00,77,20.2,987.7,0.00
2022-01-16T15:00,25.8,46,0.00,77,17.6,987.2,0.00
2022-01-16T16:00,25.4,46,0.00,94,14.0,987.3,0.00
2022-01-16T17:00,23.7,68,0.00,105,10.8,987.2,0.00
2022-01-16T18:00,21.7,67,0.00,54,7.2,987.3,0.00
2022-01-16T19:00,21.1,66,0.00,21,13.3,988.5,0.00
2022-01-16T20:00,19.9,71,0.00,49,14.4,988.9,0.00
2022-01-16T21:00,18.9,76,0.00,55,11.5,989.4,0.00
2022-01-16T22:00,18.1,79,0.00,45,11.5,989.3,0.00
2022-01-16T23:00,17.1,84,0.00,47,10.4,989.1,0.00
2022-01-17T00:00,16.8,84,0.00,68,10.1,988.5,0.00
2022-01-17T01:00,16.2,85,0.00,74,10.1,987.8,0.00
2022-01-17T02:00,15.9,86,0.00,47,11.5,987.8,0.00
2022-01-17T03:00,15.5,86,0.00,36,14.0,987.8,0.00
2022-01-17T04:00,15.0,86,0.00,33,14.4,988.0,0.00
2022-01-17T05:00,14.7,86,0.00,27,14.8,989.3,0.00
2022-01-17T06:00,15.0,83,0.00,36,16.2,990.1,0.00
2022-01-17T07:00,15.4,80,0.00,42,15.5,990.8,0.00
2022-01-17T08:00,17.4,73,0.00,48,18.0,991.8,0.00
2022-01-17T09:00,19.9,66,0.00,63,18.4,992.5,0.00
2022-01-17T10:00,22.2,59,0.00,80,18.4,992.3,0.00
