latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.56239,78.93146,245.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),wind_direction_10m (°),wind_gusts_10m (km/h),surface_pressure (hPa),precipitation (mm)
2022-09-29T14:00,31.8,59,0.00,23,25.9,975.8,0.00
2022-09-29T15:00,31.8,59,0.00,25,23.4,975.6,0.00
2022-09-29T16:00,30.9,64,0.00,61,20.2,976.1,0.00
2022-09-29T17:00,29.6,77,0.00,90,10.8,976.2,0.00
2022-09-29T18:00,27.5,82,0.00,125,8.3,976.8,0.00
2022-09-29T19:00,27.5,81,0.00,133,8.3,977.9,0.00
2022-09-29T20:00,26.9,80,0.00,147,10.4,978.7,0.00
2022-09-29T21:00,25.6,89,0.00,156,14.8,979.1,0.00
2022-09-29T22:00,24.8,92,0.00,193,13.0,979.2,0.00
2022-09-29T23:00,24.4,94,0.00,200,7.9,978.9,0.00
2022-09-30T00:00,24.4,94,0.00,243,4.7,978.5,0.00
2022-09-30T01:00,23.5,98,0.00,360,5.0,978.0,0.00
2022-09-30T02:00,23.3,99,0.00,336,6.1,977.6,0.00
2022-09-30T03:00,23.4,98,0.00,343,9.4,977.6,0.00
2022-09-30T04:00,23.5,92,0.00,6,10.4,977.8,0.00
2022-09-30T05:00,23.3,90,0.00,6,11.5,978.4,0.00
2022-09-30T06:00,24.3,85,0.00,11,12.2,979.0,0.00
2022-09-30T07:00,25.7,82,0.00,22,13.3,979.7,0.00
2022-09-30T08:00,27.5,76,0.00,29,15.8,980.4,0.00
2022-09-30T09:00,29.0,72,0.00,23,19.4,980.4,0.00
2022-09-30T10:00,30.5,65,0.00,26,23.0,980.4,0.00
2022-09-30T11:00,31.5,57,0.00,30,26.6,979.9,0.00
2022-09-30T12:00,32.0,54,0.00,27,27.0,978.8,0.00
2022-09-30T13:00,32.0,53,0.00,25,27.4,977.8,0.00
2022-09-30T14:00,32.0,53,0.00,19,27.7,977.0,0.00
2022-09-30T15:00,32.0,54,0.00,8,23.4,976.7,0.00
2022-09-30T16:00,31.4,58,0.00,12,19.1,976.4,0.00
2022-09-30T17:00,29.9,75,0.00,22,14.8,976.4,0.00
2022-09-30T18:00,28.4,76,0.00,18,9.0,977.1,0.00
2022-09-30T19:00,27.9,76,0.00,315,7.6,977.7,0.00
2022-09-30T20:00,26.5,82,0.00,301,7.6,978.1,0.00
2022-09-30T21:00,25.9,83,0.00,305,7.6,978.4,0.00
2022-09-30T22:00,25.1,86,0.00,333,8.3,978.6,0.00
2022-09-30T23:00,24.8,87,0.00,333,9.0,978.7,0.00
2022-10-01T00:00,24.7,84,0.00,338,14.0,978.3,0.00
2022-10-01T01:00,24.4,84,0.00,347,13.7,977.7,0.00
2022-10-01T02:00,23.8,86,0.00,342,10.1,977.2,0.00
2022-10-01T03:00,23.7,85,0.00,351,10.1,977.0,0.00
2022-10-01T04:00,23.4,86,0.00,351,10.8,977.1,0.00
2022-10-01T05:00,23.4,88,0.00,312,10.1,978.0,0.00
2022-10-01T06:00,24.4,84,0.00,290,9.4,978.7,0.00
2022-10-01T07:00,25.7,81,0.10,285,10.4,979.5,0.10
2022-10-01T08:00,27.2,75,0.00,291,10.8,980.2,0.00
2022-10-01T09:00,28.7,70,0.00,297,10.8,980.4,0.00
2022-10-01T10:00,30.3,65,0.00,333,13.7,980.3,0.00
2022-10-01T11:00,31.5,61,0.00,347,24.5,979.9,0.00
2022-10-01T12:00,32.2,56,0.00,346,28.1,978.7,0.00
2022-10-01T13:00,32.4,47,0.00,341,29.2,977.5,0.00
2022-10-01T14:00,32.4,47,0.00,347,28.1,976.5,0.00
2022-10-01T15:00,32.1,51,0.00,348,25.9,976.0,0.00
2022-10-01T16:00,31.4,58,0.00,357,21.2,975.9,0.00
2022-10-01T17:00,29.5,68,0.00,350,13.3,976.1,0.00
2022-10-01T18:00,27.6,70,0.00,346,10.4,976.7,0.00
2022-10-01T19:00,27.1,72,0.00,348,10.8,977.4,0.00
2022-10-01T20:00,26.4,75,0.00,344,10.8,978.0,0.00
2022-10-01T21:00,25.6,77,0.00,331,10.1,978.2,0.00
2022-10-01T22:00,25.1,78,0.00,327,9.4,978.0,0.00
2022-10-01T23:00,24.1,83,0.00,332,9.4,977.9,0.00
2022-10-02T00:00,24.0,80,0.00,326,9.7,977.5,0.00
2022-10-02T01:00,23.6,82,0.00,317,10.1,976.9,0.00
2022-10-02T02:00,23.2,83,0.00,297,10.1,976.6,0.00
2022-10-02T03:00,22.7,86,0.00,315,10.1,976.5,0.00
2022-10-02T04:00,22.4,87,0.00,320,8.6,976.7,0.00
2022-10-02T05:00,23.5,80,0.00,300,9.7,977.6,0.00
2022-10-02T06:00,24.2,79,0.00,301,11.9,978.5,0.00
2022-10-02T07:00,25.7,78,0.00,302,15.5,979.4,0.00
2022-10-02T08:00,27.6,70,0.00,309,19.1,980.2,0.00
2022-10-02T09:00,29.5,65,0.00,316,20.9,980.4,0.00
2022-10-02T10:00,31.1,61,0.00,333,24.5,980.3,0.00
2022-10-02T11:00,32.3,50,0.00,352,28.4,979.7,0.00
2022-10-02T12:00,32.9,45,0.00,360,33.1,978.6,0.00
2022-10-02T13:00,32.8,45,0.00,2,33.8,977.7,0.00
2022-10-02T14:00,32.6,46,0.00,356,32.0,976.8,0.00
2022-10-02T15:00,32.4,46,0.00,339,31.0,976.4,0.00
2022-10-02T16:00,31.7,51,0.00,328,20.9,976.3,0.00
2022-10-02T17:00,29.2,64,0.00,313,15.1,976.5,0.00
2022-10-02T18:00,28.1,62,0.00,299,11.2,977.3,0.00
2022-10-02T19:00,27.7,62,0.00,323,14.8,978.1,0.00
2022-10-02T20:00,27.2,63,0.00,328,17.3,978.5,0.00
2022-10-02T21:00,26.7,67,0.00,322,17.6,978.6,0.00
2022-10-02T22:00,25.8,71,0.00,315,16.2,978.4,0.00
2022-10-02T23:00,25.2,75,0.00,310,14.8,978.3,0.00
2022-10-03T00:00,24.7,76,0.00,313,14.0,978.1,0.00
2022-10-03T01:00,24.4,75,0.00,317,15.5,977.7,0.00
2022-10-03T02:00,23.7,78,0.00,337,15.1,977.3,0.00
2022-10-03T03:00,23.1,80,0.00,336,11.5,977.4,0.00
2022-10-03T04:00,22.9,80,0.00,326,13.3,977.4,0.00
2022-10-03T05:00,23.2,81,0.00,315,13.3,978.0,0.00
2022-10-03T06:00,23.9,80,0.00,323,13.0,978.7,0.00
2022-10-03T07:00,25.6,77,0.00,325,15.8,979.6,0.00
2022-10-03T08:00,27.8,71,0.00,331,18.4,980.3,0.00
2022-10-03T09:00,29.9,64,0.00,344,22.3,980.5,0.00
2022-10-03T10:00,31.5,55,0.00,360,32.0,980.4,0.00
2022-10-03T11:00,31.9,50,0.00,1,35.6,979.6,0.00
2022-10-03T12:00,32.5,46,0.00,358,36.4,978.8,0.00
2022-10-03T13:00,32.5,46,0.00,3,35.3,978.0,0.00
2022-10-03T14:00,32.4,47,0.00,1,33.5,977.2,0.00
2022-10-03T15:00,32.5,47,0.00,14,27.4,976.8,0.00
2022-10-03T16:00,31.7,53,0.00,16,18.4,976.7,0.00
2022-10-03T17:00,29.2,67,0.00,347,16.2,977.1,0.00
2022-10-03T18:00,27.6,66,0.00,342,10.1,977.6,0.00
2022-10-03T19:00,27.0,64,0.00,341,11.9,978.4,0.00
2022-10-03T20:00,26.2,66,0.00,349,11.9,979.3,0.00
2022-10-03T21:00,25.9,67,0.00,344,12.6,979.8,0.00
2022-10-03T22:00,25.6,69,0.00,338,13.7,979.4,0.00
2022-10-03T23:00,25.0,72,0.00,333,13.7,979.1,0.00
2022-10-04T00:00,24.5,74,0.00,331,13.7,978.5,0.00
2022-10-04T01:00,24.3,75,0.00,336,13.3,978.0,0.00
2022-10-04T02:00,24.2,73,0.00,330,12.6,977.7,0.00
2022-10-04T03:00,24.0,72,0.00,328,14.4,977.5,0.00
2022-10-04T04:00,23.7,71,0.00,331,14.8,977.9,0.00
2022-10-04T05:00,23.9,70,0.00,337,14.4,978.2,0.00
2022-10-04T06:00,24.4,70,0.00,338,14.0,978.9,0.00
2022-10-04T07:00,26.0,70,0.00,336,16.2,979.9,0.00
2022-10-04T08:00,28.0,65,0.00,338,20.9,980.4,0.00
2022-10-04T09:00,29.8,61,0.00,349,24.5,980.7,0.00
2022-10-04T10:00,30.9,56,0.00,10,30.2,980.7,0.00
2022-10-04T11:00,31.1,55,0.00,32,32.4,979.8,0.00
2022-10-04T12:00,29.2,67,0.30,59,33.8,978.7,0.30
2022-10-04T13:00,29.0,70,0.00,39,24.1,977.7,0.00
2022-10-04T14:00,29.3,68,0.00,16,17.6,976.7,0.00
2022-10-04T15:00,29.4,69,0.00,55,15.8,976.7,0.00
2022-10-04T16:00,28.7,72,0.00,40,14.4,976.6,0.00
2022-10-04T17:00,28.5,79,0.00,51,11.5,976.8,0.00
2022-10-04T18:00,27.3,80,0.00,60,7.9,977.2,0.00
2022-10-04T19:00,27.0,82,0.00,73,9.7,978.0,0.00
2022-10-04T20:00,26.5,86,0.00,60,9.4,978.8,0.00
2022-10-04T21:00,25.6,91,0.00,48,7.6,979.3,0.00
2022-10-04T22:00,25.4,93,0.00,8,7.2,979.3,0.00
2022-10-04T23:00,25.0,94,0.00,360,6.5,978.9,0.00
2022-10-05T00:00,24.9,93,0.00,18,7.2,978.4,0.00
2022-10-05T01:00,24.3,96,0.00,14,7.2,978.1,0.00
2022-10-05T02:00,24.0,97,0.00,40,7.2,977.5,0.00
2022-10-05T03:00,24.0,97,0.00,23,6.8,977.5,0.00
2022-10-05T04:00,24.0,97,0.00,53,6.8,977.5,0.00
2022-10-05T05:00,24.2,96,0.00,32,6.1,978.2,0.00
2022-10-05T06:00,25.0,92,0.00,25,8.6,978.7,0.00
2022-10-05T07:00,26.1,87,0.00,38,13.0,979.8,0.00
2022-10-05T08:00,27.3,80,0.00,63,19.1,980.3,0.00
2022-10-05T09:00,28.2,77,0.00,63,19.1,980.5,0.00
2022-10-05T10:00,29.7,70,0.10,72,19.8,980.4,0.10
2022-10-05T11:00,28.1,75,0.50,43,19.8,979.5,0.50
2022-10-05T12:00,29.7,73,0.20,76,20.2,978.3,0.20
2022-10-05T13:00,30.4,71,0.10,354,15.1,977.1,0.10
2022-10-05T14:00,30.3,69,0.10,315,15.5,976.2,0.10
2022-10-05T15:00,29.1,74,0.10,252,14.4,975.8,0.10
2022-10-05T16:00,28.1,75,1.70,101,10.1,976.4,1.70
2022-10-05T17:00,27.5,83,3.40,38,17.3,976.4,3.40
2022-10-05T18:00,25.9,91,11.30,166,8.3,977.2,11.30
2022-10-05T19:00,24.7,95,3.50,339,16.9,978.6,3.50
2022-10-05T20:00,24.7,95,0.50,164,16.9,979.2,0.50
2022-10-05T21:00,24.5,96,0.90,276,11.2,979.6,0.90
2022-10-05T22:00,24.3,95,0.20,171,8.6,979.3,0.20
2022-10-05T23:00,24.2,96,0.60,315,7.9,979.3,0.60
2022-10-06T00:00,24.1,97,1.90,330,10.8,978.6,1.90
2022-10-06T01:00,24.1,96,0.10,68,9.0,977.9,0.10
2022-10-06T02:00,24.1,96,0.10,106,8.3,977.2,0.10
2022-10-06T03:00,24.0,96,0.10,135,14.4,976.7,0.10
2022-10-06T04:00,23.7,97,0.00,133,14.0,976.8,0.00
2022-10-06T05:00,24.4,94,0.00,107,12.6,977.6,0.00
2022-10-06T06:00,24.8,92,0.00,114,10.8,978.4,0.00
2022-10-06T07:00,25.1,90,0.00,127,16.6,979.4,0.00
2022-10-06T08:00,26.1,86,0.00,140,19.8,980.1,0.00
2022-10-06T09:00,27.3,83,0.10,144,20.5,980.3,0.10
2022-10-06T10:00,28.0,79,0.20,133,20.9,980.0,0.20
2022-10-06T11:00,28.6,74,0.20,107,21.2,978.9,0.20
2022-10-06T12:00,28.0,73,1.80,102,21.6,977.4,1.80
2022-10-06T13:00,28.9,75,0.20,139,21.2,976.5,0.20
2022-10-06T14:00,26.7,84,4.50,124,25.9,975.8,4.50
2022-10-06T15:00,26.7,79,1.00,152,20.5,976.0,1.00
2022-10-06T16:00,25.8,85,0.90,158,21.6,975.6,0.90
2022-10-06T17:00,26.4,89,0.00,90,11.2,976.2,0.00
2022-10-06T18:00,25.6,93,0.00,55,8.6,977.1,0.00
2022-10-06T19:00,25.2,93,0.00,103,7.6,978.0,0.00
2022-10-06T20:00,25.5,90,0.50,58,11.5,979.0,0.50
2022-10-06T21:00,24.3,94,1.00,103,17.6,980.1,1.00
2022-10-06T22:00,24.1,94,0.20,144,21.2,980.3,0.20
2022-10-06T23:00,23.8,96,0.60,131,17.3,980.2,0.60
2022-10-07T00:00,23.5,95,3.20,77,16.6,979.9,3.20
2022-10-07T01:00,23.3,96,0.40,121,16.2,979.6,0.40
2022-10-07T02:00,22.8,95,0.10,95,18.7,978.8,0.10
2022-10-07T03:00,22.5,96,1.90,90,19.4,978.7,1.90
2022-10-07T04:00,22.6,96,3.30,93,19.4,978.6,3.30
2022-10-07T05:00,23.2,94,0.00,107,13.3,978.6,0.00
2022-10-07T06:00,23.7,93,0.00,123,23.8,979.2,0.00
2022-10-07T07:00,24.8,89,0.00,130,29.2,980.1,0.00
2022-10-07T08:00,25.6,84,0.10,140,33.1,980.7,0.10
2022-10-07T09:00,27.1,78,0.20,146,35.6,981.1,0.20
2022-10-07T10:00,28.0,76,0.10,146,38.5,981.1,0.10
2022-10-07T11:00,28.9,74,0.00,140,36.4,980.4,0.00
2022-10-07T12:00,29.1,73,0.10,139,37.8,979.3,0.10
2022-10-07T13:00,29.6,69,0.00,139,37.4,977.7,0.00
2022-10-07T14:00,29.7,68,0.10,139,37.1,976.2,0.10
2022-10-07T15:00,29.2,71,0.20,146,34.9,975.2,0.20
2022-10-07T16:00,28.8,74,0.10,141,34.6,975.8,0.10
2022-10-07T17:00,26.4,84,0.00,137,20.2,977.1,0.00
2022-10-07T18:00,25.8,86,0.70,155,12.2,978.3,0.70
2022-10-07T19:00,24.0,94,5.70,179,29.9,979.8,5.70
2022-10-07T20:00,24.6,90,0.20,133,23.8,980.3,0.20
2022-10-07T21:00,24.0,95,0.00,125,14.0,981.1,0.00
2022-10-07T22:00,23.9,96,0.00,103,7.9,981.3,0.00
2022-10-07T23:00,23.9,95,0.00,106,9.0,981.3,0.00
2022-10-08T00:00,24.3,94,0.00,125,10.8,981.1,0.00
2022-10-08T01:00,24.1,94,0.00,128,13.3,980.7,0.00
2022-10-08T02:00,23.9,94,0.30,135,14.8,980.4,0.30
2022-10-08T03:00,23.7,94,1.00,145,18.0,980.3,1.00
2022-10-08T04:00,23.7,96,0.00,138,17.6,980.2,0.00
2022-10-08T05:00,23.4,96,0.00,187,19.1,981.3,0.00
2022-10-08T06:00,24.1,92,0.10,163,19.4,981.8,0.10
2022-10-08T07:00,24.7,90,0.00,154,22.7,982.4,0.00
2022-10-08T08:00,25.9,85,0.00,160,28.1,983.3,0.00
2022-10-08T09:00,27.4,78,0.10,173,28.8,983.3,0.10
2022-10-08T10:00,28.4,73,0.20,180,26.3,983.0,0.20
2022-10-08T11:00,29.2,69,0.10,176,25.2,982.3,0.10
2022-10-08T12:00,30.0,68,0.10,173,24.5,981.2,0.10
2022-10-08T13:00,30.3,68,0.00,167,22.3,979.8,0.00
2022-10-08T14:00,30.4,68,0.00,165,20.5,978.9,0.00
2022-10-08T15:00,30.1,69,0.00,160,18.4,977.8,0.00
2022-10-08T16:00,29.3,71,0.90,156,16.9,977.7,0.90
2022-10-08T17:00,28.8,77,0.10,110,15.8,978.7,0.10
2022-10-08T18:00,27.3,82,0.00,113,9.4,979.4,0.00
2022-10-08T19:00,26.9,84,0.00,128,8.6,980.2,0.00
2022-10-08T20:00,26.2,85,1.80,160,9.0,981.6,1.80
2022-10-08T21:00,25.7,86,1.30,198,16.2,981.9,1.30
2022-10-08T22:00,25.4,88,0.00,129,14.0,982.2,0.00
2022-10-08T23:00,25.4,90,0.00,123,14.4,982.0,0.00
2022-10-09T00:00,25.1,91,0.00,131,11.9,981.5,0.00
2022-10-09T01:00,24.6,93,0.00,133,11.5,980.6,0.00
2022-10-09T02:00,24.1,94,0.00,135,11.2,980.1,0.00
2022-10-09T03:00,23.6,96,0.00,126,10.1,980.0,0.00
2022-10-09T04:00,23.4,96,0.00,119,7.6,980.1,0.00
2022-10-09T05:00,23.7,95,0.00,122,7.9,980.7,0.00
2022-10-09T06:00,24.6,92,0.00,102,7.9,981.6,0.00
2022-10-09T07:00,25.7,89,0.00,103,11.2,982.8,0.00
2022-10-09T08:00,27.2,84,0.00,113,13.0,983.4,0.00
2022-10-09T09:00,28.6,78,0.00,132,17.3,983.9,0.00
2022-10-09T10:00,29.7,73,0.10,133,19.4,983.8,0.10
2022-10-09T11:00,30.3,70,0.10,126,21.2,983.2,0.10
2022-10-09T12:00,30.6,68,0.10,122,21.2,981.7,0.10
2022-10-09T13:00,30.9,68,0.00,114,18.7,980.4,0.00
2022-10-09T14:00,31.0,68,0.10,108,16.9,979.1,0.10
2022-10-09T15:00,30.8,69,0.00,130,15.1,978.4,0.00
2022-10-09T16:00,30.4,71,0.10,143,13.7,978.5,0.10
2022-10-09T17:00,27.1,85,3.00,24,26.3,980.0,3.00
2022-10-09T18:00,25.8,91,0.10,30,13.7,980.6,0.10
2022-10-09T19:00,25.2,95,0.00,360,8.6,981.8,0.00
2022-10-09T20:00,25.4,93,0.00,11,5.8,982.6,0.00
2022-10-09T21:00,25.2,94,0.10,16,8.6,983.2,0.10
2022-10-09T22:00,24.6,95,5.50,167,14.0,984.4,5.50
2022-10-09T23:00,24.1,95,5.40,113,19.1,984.3,5.40
2022-10-10T00:00,24.0,95,0.20,219,13.7,983.8,0.20
2022-10-10T01:00,23.9,96,0.30,5,7.2,983.2,0.30
2022-10-10T02:00,23.8,97,0.20,42,8.6,982.4,0.20
2022-10-10T03:00,23.4,98,0.00,63,9.4,982.2,0.00
2022-10-10T04:00,23.3,98,0.00,75,7.6,982.5,0.00
2022-10-10T05:00,23.9,98,0.00,108,7.2,982.7,0.00
2022-10-10T06:00,24.4,96,0.00,63,5.0,983.6,0.00
2022-10-10T07:00,25.3,91,0.00,90,10.8,984.5,0.00
2022-10-10T08:00,26.5,84,0.00,141,12.2,985.2,0.00
2022-10-10T09:00,27.5,80,0.20,143,23.0,985.6,0.20
2022-10-10T10:00,28.3,78,0.10,146,23.4,985.4,0.10
2022-10-10T11:00,29.3,75,0.10,141,23.8,984.5,0.10
2022-10-10T12:00,29.6,72,0.10,153,23.4,983.3,0.10
2022-10-10T13:00,30.0,70,0.00,151,22.0,981.6,0.00
2022-10-10T14:00,30.3,69,0.10,153,22.7,980.3,0.10
2022-10-10T15:00,29.8,70,1.40,144,18.7,979.5,1.40
2022-10-10T16:00,28.1,76,2.00,122,17.3,979.7,2.00
2022-10-10T17:00,26.3,88,0.10,159,17.3,981.4,0.10
2022-10-10T18:00,25.2,91,1.80,160,13.7,982.7,1.80
2022-10-10T19:00,24.7,93,0.30,196,11.9,982.9,0.30
2022-10-10T20:00,25.0,90,0.00,117,4.3,983.3,0.00
2022-10-10T21:00,24.7,94,0.00,135,4.3,983.5,0.00
2022-10-10T22:00,24.0,97,0.00,169,4.7,983.9,0.00
2022-10-10T23:00,24.3,96,0.00,144,5.4,984.0,0.00
2022-10-11T00:00,23.7,96,3.10,107,7.9,983.5,3.10
2022-10-11T01:00,23.7,96,0.10,143,11.9,982.9,0.10
2022-10-11T02:00,23.5,97,0.90,101,11.5,982.1,0.90
2022-10-11T03:00,23.6,96,0.70,149,15.1,981.8,0.70
2022-10-11T04:00,23.5,96,0.50,127,12.2,982.4,0.50
2022-10-11T05:00,23.2,96,1.90,157,12.6,982.4,1.90
2022-10-11T06:00,23.1,95,4.40,174,16.2,983.1,4.40
2022-10-11T07:00,23.8,92,0.20,156,18.4,983.8,0.20
2022-10-11T08:00,24.6,89,0.10,177,16.2,984.6,0.10
2022-10-11T09:00,25.7,87,0.10,180,18.7,984.9,0.10
2022-10-11T10:00,26.8,82,0.10,169,20.2,984.6,0.10
2022-10-11T11:00,28.0,78,0.20,183,21.6,983.6,0.20
2022-10-11T12:00,29.2,72,0.30,187,22.7,982.6,0.30
2022-10-11T13:00,28.6,71,0.20,187,22.0,981.2,0.20
2022-10-11T14:00,26.2,84,3.40,215,23.4,979.8,3.40
2022-10-11T15:00,27.2,79,0.00,225,14.8,978.6,0.00
2022-10-11T16:00,27.4,78,0.00,144,11.5,978.8,0.00
2022-10-11T17:00,26.9,90,0.00,53,10.8,979.8,0.00
2022-10-11T18:00,26.3,88,0.00,66,6.1,980.9,0.00
2022-10-11T19:00,25.8,91,0.00,67,4.0,981.8,0.00
2022-10-11T20:00,25.1,96,0.00,85,7.2,982.4,0.00
2022-10-11T21:00,24.4,97,0.00,81,7.6,982.5,0.00
2022-10-11T22:00,24.2,97,0.10,100,9.4,982.5,0.10
2022-10-11T23:00,23.8,96,8.40,159,13.0,983.4,8.40
2022-10-12T00:00,23.5,97,4.00,180,13.3,983.4,4.00
2022-10-12T01:00,23.5,96,0.60,63,6.1,982.3,0.60
2022-10-12T02:00,23.3,98,0.30,66,6.5,981.5,0.30
2022-10-12T03:00,23.1,99,0.10,81,7.6,981.7,0.10
2022-10-12T04:00,23.0,99,0.10,52,7.6,981.5,0.10
2022-10-12T05:00,23.0,97,0.00,66,7.9,982.3,0.00
2022-10-12T06:00,23.3,97,0.00,69,8.3,983.1,0.00
2022-10-12T07:00,24.0,95,0.00,84,8.3,984.0,0.00
2022-10-12T08:00,25.0,91,0.00,120,10.1,984.9,0.00
2022-10-12T09:00,26.4,84,0.10,153,14.4,985.4,0.10
2022-10-12T10:00,27.5,81,0.30,143,15.1,985.5,0.30
2022-10-12T11:00,28.3,76,0.40,162,14.8,984.6,0.40
2022-10-12T12:00,28.3,73,0.40,135,14.8,983.5,0.40
2022-10-12T13:00,26.0,82,5.10,260,21.6,982.2,5.10
2022-10-12T14:00,25.3,86,0.40,27,23.0,980.5,0.40
2022-10-12T15:00,26.6,81,0.20,360,14.0,980.2,0.20
2022-10-12T16:00,26.7,80,0.00,352,14.8,980.2,0.00
2022-10-12T17:00,25.8,86,0.00,135,12.2,980.3,0.00
2022-10-12T18:00,24.7,94,0.00,90,4.3,981.1,0.00
2022-10-12T19:00,24.3,96,0.00,72,6.1,982.0,0.00
2022-10-12T20:00,24.2,96,0.00,86,6.8,982.7,0.00
2022-10-12T21:00,24.6,93,0.00,67,6.8,983.2,0.00
2022-10-12T22:00,24.4,94,0.00,24,5.0,983.4,0.00
2022-10-12T23:00,23.8,96,0.00,55,6.1,983.1,0.00
2022-10-13T00:00,23.3,98,0.00,69,6.8,982.6,0.00
2022-10-13T01:00,23.5,98,0.10,65,7.9,982.3,0.10
2022-10-13T02:00,22.7,99,3.40,152,14.0,982.8,3.40
2022-10-13T03:00,22.8,97,1.30,180,16.9,982.5,1.30
2022-10-13T04:00,22.7,97,0.20,315,9.0,982.5,0.20
2022-10-13T05:00,22.7,98,0.10,320,8.3,982.9,0.10
2022-10-13T06:00,23.3,94,0.00,354,14.0,983.5,0.00
2022-10-13T07:00,24.1,90,0.00,16,12.6,984.3,0.00
2022-10-13T08:00,25.2,85,0.00,17,14.4,984.8,0.00
2022-10-13T09:00,26.7,82,0.10,25,15.1,985.4,0.10
2022-10-13T10:00,27.3,80,0.10,37,14.8,985.1,0.10
2022-10-13T11:00,28.2,74,0.10,53,13.3,984.4,0.10
2022-10-13T12:00,27.8,76,0.00,50,13.3,983.1,0.00
2022-10-13T13:00,28.8,74,0.10,360,11.9,981.7,0.10
2022-10-13T14:00,29.0,74,0.10,360,13.7,980.7,0.10
2022-10-13T15:00,28.9,73,0.00,360,13.0,980.6,0.00
2022-10-13T16:00,28.7,72,0.00,22,11.9,980.3,0.00
2022-10-13T17:00,26.9,88,0.00,243,9.7,981.6,0.00
2022-10-13T18:00,26.1,90,0.00,315,3.6,982.1,0.00
2022-10-13T19:00,25.8,89,0.00,330,5.4,983.0,0.00
2022-10-13T20:00,25.2,93,0.00,324,5.4,983.4,0.00
2022-10-13T21:00,24.6,94,0.10,328,10.1,983.6,0.10
2022-10-13T22:00,23.9,96,2.30,263,16.9,983.6,2.30
2022-10-13T23:00,23.7,96,0.00,267,10.1,983.3,0.00
2022-10-14T00:00,23.5,97,0.00,299,10.8,982.6,0.00
2022-10-14T01:00,23.3,98,0.00,329,7.9,982.2,0.00
2022-10-14T02:00,23.0,98,0.00,339,7.2,981.5,0.00
2022-10-14T03:00,23.0,98,0.00,356,7.6,981.5,0.00
2022-10-14T04:00,23.0,97,0.00,360,8.3,981.6,0.00
2022-10-14T05:00,23.4,96,0.00,12,9.4,982.4,0.00
2022-10-14T06:00,23.8,94,0.00,32,13.7,983.1,0.00
2022-10-14T07:00,24.8,90,0.00,39,16.9,983.9,0.00
2022-10-14T08:00,26.1,85,0.00,39,20.9,984.6,0.00
2022-10-14T09:00,27.6,80,0.10,45,22.0,985.2,0.10
2022-10-14T10:00,28.7,74,0.10,55,23.0,985.0,0.10
2022-10-14T11:00,29.4,70,0.10,61,23.0,984.1,0.10
2022-10-14T12:00,29.4,68,0.00,53,23.0,982.7,0.00
2022-10-14T13:00,30.1,63,0.00,41,19.8,981.4,0.00
2022-10-14T14:00,30.3,61,0.00,22,22.7,980.5,0.00
2022-10-14T15:00,29.6,62,0.40,51,22.3,980.4,0.40
2022-10-14T16:00,29.4,65,0.00,77,13.7,980.4,0.00
2022-10-14T17:00,28.0,80,0.10,28,7.2,980.5,0.10
2022-10-14T18:00,26.5,83,0.40,55,8.3,981.6,0.40
2022-10-14T19:00,27.2,77,0.00,63,7.9,982.4,0.00
2022-10-14T20:00,26.2,85,0.10,76,7.2,982.7,0.10
2022-10-14T21:00,26.0,83,0.30,270,5.8,982.7,0.30
2022-10-14T22:00,25.0,88,0.00,315,5.0,982.6,0.00
2022-10-14T23:00,24.5,90,0.00,357,9.0,982.6,0.00
2022-10-15T00:00,24.5,88,0.00,18,15.1,982.0,0.00
2022-10-15T01:00,23.9,85,0.00,21,15.8,981.6,0.00
2022-10-15T02:00,23.2,83,0.00,16,15.1,981.1,0.00
2022-10-15T03:00,22.8,78,0.00,15,17.3,980.8,0.00
2022-10-15T04:00,22.4,75,0.00,18,17.3,981.0,0.00
2022-10-15T05:00,22.1,74,0.00,17,16.9,981.7,0.00
2022-10-15T06:00,22.6,70,0.00,21,19.4,982.6,0.00
2022-10-15T07:00,23.6,71,0.00,27,20.5,983.5,0.00
2022-10-15T08:00,25.2,66,0.00,25,22.0,983.9,0.00
2022-10-15T09:00,26.9,63,0.00,34,24.8,984.4,0.00
2022-10-15T10:00,28.2,60,0.00,34,26.3,984.4,0.00
2022-10-15T11:00,29.3,61,0.00,33,27.0,983.4,0.00
2022-10-15T12:00,30.0,60,0.00,36,26.3,982.1,0.00
2022-10-15T13:00,30.2,59,0.00,37,25.2,981.2,0.00
2022-10-15T14:00,30.2,58,0.00,25,23.0,980.1,0.00
2022-10-15T15:00,29.9,59,0.00,21,23.0,979.5,0.00
2022-10-15T16:00,29.3,64,0.00,27,22.3,979.7,0.00
2022-10-15T17:00,27.8,74,0.00,31,14.8,980.1,0.00
2022-10-15T18:00,26.6,78,0.00,43,14.8,980.7,0.00
2022-10-15T19:00,25.8,82,0.00,41,12.2,981.3,0.00
2022-10-15T20:00,25.3,86,0.00,65,11.5,981.9,0.00
2022-10-15T21:00,24.9,89,0.00,76,10.8,982.5,0.00
2022-10-15T22:00,24.8,89,0.00,72,11.2,982.4,0.00
2022-10-15T23:00,24.5,89,0.00,55,11.9,982.2,0.00
2022-10-16T00:00,24.1,90,0.00,38,11.9,982.0,0.00
