State,District,Date,Year,Month,Avg_rainfall,Agency_name
Uttar Pradesh,Kushi Nagar,2024-01-13,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-01-14,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-01-16,2024,01,5.5e-09,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-01-22,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-01-28,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-02-08,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-02-14,2024,02,1.0500132148,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-02-15,2024,02,1.7575998845,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-02-17,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-02-21,2024,02,0.2731966779,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-02-22,2024,02,0.2950412163,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-03,2024,03,1.8498054469,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-12,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-13,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-14,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-17,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-23,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-26,2024,03,0.2658430051,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-03-29,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-04-12,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-05-04,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-05-06,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-05-08,2024,05,1.7241298252,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-05-11,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-05-31,2024,05,0.9884698214,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-06-04,2024,06,0.0263313027,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-06-06,2024,06,1.9404847345,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-06-08,2024,06,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-06-13,2024,06,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-06-18,2024,06,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-06-19,2024,06,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-06-27,2024,06,19.7591447979,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-02,2024,07,21.5105542778,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-08,2024,07,10.8309000481,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-13,2024,07,8.0869820715,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-16,2024,07,0.4778267754,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-17,2024,07,1.7764884447,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-20,2024,07,0.3838508606,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-21,2024,07,0.4682893701,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-07-29,2024,07,1.9957655324,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-08-12,2024,08,4.69968828,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-08-20,2024,08,17.4376857638,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-08-23,2024,08,7.4894036766,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-08-24,2024,08,4.8047396405,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-08-27,2024,08,5.2777288041,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-08-28,2024,08,3.1081151539,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-02,2024,09,3.2789503456,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-03,2024,09,0.8536410296,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-05,2024,09,10.4380552582,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-06,2024,09,1.847315879,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-08,2024,09,0.0160997957,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-11,2024,09,16.2398011502,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-23,2024,09,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-09-25,2024,09,4.0994823344,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-03,2024,10,3.0749452977,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-06,2024,10,1.2843628962,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-08,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-09,2024,10,7.15e-08,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-10,2024,10,7.7e-08,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-13,2024,10,0.2098034813,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-14,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-17,2024,10,0.0008969386,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-26,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-27,2024,10,8.9639e-06,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-10-30,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-01,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-04,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-06,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-07,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-08,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-11,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-18,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-22,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-11-30,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-02,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-11,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-14,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-19,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-22,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-24,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-27,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Kushi Nagar,2024-12-28,2024,12,0.021971405,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-01,2024,01,2.4866059357,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-02,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-04,2024,01,0.0327820006,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-05,2024,01,0.0540953253,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-10,2024,01,0.0007354698,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-13,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-17,2024,01,0.0045457029,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-20,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-22,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-01-24,2024,01,0.0189393821,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-02-03,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-02-05,2024,02,3.31523154,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-02-08,2024,02,0.0862330197,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-02-09,2024,02,0.1054762337,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-02-10,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-02-16,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-02-22,2024,02,0.0828927261,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-03-01,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-03-03,2024,03,4.8624948642,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-03-04,2024,03,0.4421703035,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-03-05,2024,03,0.0032172032,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-03-14,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-03-23,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-03-29,2024,03,0.016032017,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-01,2024,04,-0.0001366985,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-09,2024,04,0.0291076595,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-12,2024,04,0.231041241,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-13,2024,04,0.3825009994,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-14,2024,04,0.0124217024,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-19,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-24,2024,04,0.00607122,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-04-30,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-05-07,2024,05,0.0070894581,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-05-08,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-05-13,2024,05,0.2087699668,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-05-14,2024,05,0.0073701826,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-05-23,2024,05,0.0381891195,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-05-29,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-06-03,2024,06,0.0,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-06-04,2024,06,0.0921146071,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-06-05,2024,06,0.3671407422,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-06-06,2024,06,0.2187742691,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-06-17,2024,06,0.4186556407,NRSC VIC MODEL
Uttar Pradesh,Lalitpur,2024-06-23,2024,06,2.017647989,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-03-21,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-03-23,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-03-24,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-03-27,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-03-28,2024,03,0.0016047559,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-03,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-04,2024,04,0.0175556134,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-05,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-08,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-11,2024,04,0.0997302033,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-15,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-16,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-22,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-04-24,2024,04,0.0043012381,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-05-02,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-05-06,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-05-08,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-05-21,2024,05,0.0102461766,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-05-22,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-05-23,2024,05,0.0493176368,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-06-06,2024,06,0.3394111954,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-06-08,2024,06,0.9470872722,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-06-13,2024,06,0.0105562289,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-06-20,2024,06,2.1993889293,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-07-01,2024,07,6.4435746275,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-07-05,2024,07,4.5122393995,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-07-14,2024,07,0.9018657903,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-07-16,2024,07,1.9278379602,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-07-17,2024,07,0.5496811355,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-07-18,2024,07,0.0844547118,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-07-30,2024,07,0.000123642,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-01,2024,08,4.3255508879,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-02,2024,08,10.0369044004,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-04,2024,08,6.9371788377,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-06,2024,08,1.7976842931,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-16,2024,08,12.4058201785,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-18,2024,08,11.8046279409,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-23,2024,08,4.8332378435,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-26,2024,08,14.9751424021,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-08-30,2024,08,0.0592071679,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-09-02,2024,09,5.8891715509,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-09-16,2024,09,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-09-29,2024,09,0.8597852772,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-01,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-06,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-08,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-09,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-14,2024,10,-0.0017064589,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-17,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-18,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-10-29,2024,10,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-11-08,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-11-13,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-11-14,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-11-15,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-11-20,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-11-22,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-12,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-13,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-15,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-16,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-19,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-23,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-24,2024,12,0.0095742529,NRSC VIC MODEL
Uttar Pradesh,Mathura,2024-12-30,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-01-13,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-01-15,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-01-18,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-01-20,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-01-21,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-01-22,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-01-24,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-02,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-03,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-04,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-06,2024,02,0.6963733828,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-07,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-09,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-16,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-02-22,2024,02,0.9038357764,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-03-01,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-03-15,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-03-19,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-03-21,2024,03,0.9464304149,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-03-27,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-03-31,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-01,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-05,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-06,2024,04,3.31921e-05,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-07,2024,04,6.37093e-05,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-10,2024,04,0.0005096743,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-11,2024,04,0.0003319211,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-17,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-04-28,2024,04,0.0217636318,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-05-02,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-05-08,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-05-18,2024,05,0.5697517867,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-05-19,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-05-23,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-05-27,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-05-29,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-06-01,2024,06,0.0001274186,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-06-05,2024,06,0.0042485896,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-06-15,2024,06,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-06-16,2024,06,0.0807344732,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-06-18,2024,06,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-06-29,2024,06,0.563535028,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-07-02,2024,07,7.8935370978,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-07-07,2024,07,26.1708225212,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-07-16,2024,07,0.0001900147,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-07-29,2024,07,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-08-06,2024,08,6.0267174103,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-08-11,2024,08,22.7451738872,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-08-15,2024,08,9.8907351455,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-08-19,2024,08,17.6473850689,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-08-23,2024,08,9.486880565,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-03,2024,09,0.1114080496,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-04,2024,09,1.8982967431,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-05,2024,09,10.5046661349,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-09,2024,09,0.9919260918,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-11,2024,09,12.8513631932,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-12,2024,09,4.8421765575,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-15,2024,09,10.1314735361,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-20,2024,09,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-26,2024,09,33.2701843083,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-09-27,2024,09,40.978523898,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-10-02,2024,10,0.0116123706,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-10-13,2024,10,0.2566069834,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-10-26,2024,10,0.0138482174,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-10-27,2024,10,0.0012296512,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-01,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-04,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-11,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-15,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-16,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-17,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-20,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-29,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-11-30,2024,11,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-03,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-10,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-15,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-18,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-19,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-21,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-22,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-26,2024,12,0.0099856311,NRSC VIC MODEL
Uttar Pradesh,Mau,2024-12-29,2024,12,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-05,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-10,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-14,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-18,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-21,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-27,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-28,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-01-31,2024,01,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-02-02,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-02-15,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-02-17,2024,02,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-03-11,2024,03,0.0510139468,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-03-14,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-03-17,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-03-20,2024,03,0.0009698221,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-03-21,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-03-29,2024,03,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-03-30,2024,03,0.1131660171,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-04-04,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-04-09,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-04-17,2024,04,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-04-22,2024,04,0.4038653046,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-01,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-03,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-05,2024,05,0.0013872155,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-08,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-11,2024,05,1.1075205498,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-14,2024,05,0.0014257365,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-17,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-20,2024,05,4.3838e-06,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-22,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-23,2024,05,0.0,NRSC VIC MODEL
Uttar Pradesh,Meerut,2024-05-30,2024,05,0.0410024006,NRSC VIC MODEL
